Reading: 48.8 lbs
Reading: 49.1 lbs
Reading: 50.3 lbs
Reading: 51.9 lbs
Reading: 53.4 lbs
Reading: 53.5 lbs
Reading: 54.9 lbs
Reading: 55.2 lbs
Reading: 55.4 lbs
Reading: 55.8 lbs
Reading: 56.2 lbs
Reading: 59.5 lbs
Reading: 61.8 lbs
Reading: 66.1 lbs
Reading: 68.1 lbs
Reading: 69.6 lbs
Reading: 70.6 lbs
Reading: 70.8 lbs
Reading: 70.9 lbs
Reading: 77.6 lbs
Reading: 78.9 lbs
Reading: 80.8 lbs
Reading: 82.7 lbs
Reading: 87.1 lbs
Reading: 87.2 lbs
Reading: 88 lbs
Reading: 88.1 lbs
Reading: 92.5 lbs
