Reading: 32.2 lbs
Reading: 32.5 lbs
Reading: 34.9 lbs
Reading: 35 lbs
Reading: 36.6 lbs
Reading: 37.3 lbs
Reading: 37.9 lbs
Reading: 38.8 lbs
Reading: 38.8 lbs
Reading: 40.1 lbs
Reading: 40.2 lbs
Reading: 40.5 lbs
Reading: 42.6 lbs
Reading: 43.1 lbs
Reading: 43.3 lbs
Reading: 44 lbs
Reading: 48.6 lbs
Reading: 49.6 lbs
Reading: 49.6 lbs
Reading: 51.3 lbs
Reading: 52.6 lbs
Reading: 53.2 lbs
Reading: 53.5 lbs
Reading: 55.4 lbs
Reading: 56.1 lbs
Reading: 57.8 lbs
Reading: 58.1 lbs
Reading: 59.9 lbs
