2818,33.30
4207,33.40
6230,33.50
8253,33.50
10275,33.60
12297,33.80
14320,33.80
16344,33.80
18367,33.80
20389,33.90
22414,34.00
24436,34.00
26458,34.00
28481,34.10
30503,34.20
32528,34.20
34550,34.20
36964,34.20
38941,34.30
40917,34.30
42894,34.40
44872,34.30
46848,34.30
48824,34.40
50802,34.40
52779,34.40
54755,34.50
56732,34.50
58710,34.60
60688,34.50
62663,34.60
64641,34.60
66618,34.60
68405,34.60
70428,34.60
72451,34.60
74473,34.60
76498,34.70
78520,34.60
80542,34.70
82567,34.70
84589,34.70
86612,34.70
88636,34.80
90659,34.80
92681,34.80
94705,34.80
96728,34.80
98750,34.80
100763,34.80
102740,34.90
