Reading: 36.9 lbs
Reading: 37.5 lbs
Reading: 38.1 lbs
Reading: 46.1 lbs
Reading: 46.7 lbs
Reading: 46.8 lbs
Reading: 52.7 lbs
Reading: 54.2 lbs
Reading: 54.3 lbs
Reading: 54.5 lbs
Reading: 59.6 lbs
Reading: 63.2 lbs
Reading: 63.7 lbs
Reading: 64.5 lbs
Reading: 65.2 lbs
Reading: 65.4 lbs
Reading: 65.7 lbs
Reading: 66.1 lbs
Reading: 66.2 lbs
Reading: 68.1 lbs
Reading: 69.2 lbs
Reading: 70.4 lbs
Reading: 71.4 lbs
Reading: 74.1 lbs
Reading: 76.5 lbs
Reading: 77.9 lbs
Reading: 81.6 lbs
Reading: 82.6 lbs
