Reading: 53.5 lbs
Reading: 53.8 lbs
Reading: 54.8 lbs
Reading: 57.2 lbs
Reading: 57.3 lbs
Reading: 59.1 lbs
Reading: 60.1 lbs
Reading: 60.6 lbs
Reading: 61.9 lbs
Reading: 63.8 lbs
Reading: 64 lbs
Reading: 68.3 lbs
Reading: 68.7 lbs
Reading: 70.2 lbs
Reading: 72.8 lbs
Reading: 74.4 lbs
Reading: 74.8 lbs
Reading: 76.1 lbs
Reading: 76.7 lbs
Reading: 77.2 lbs
Reading: 77.2 lbs
Reading: 78 lbs
Reading: 78.6 lbs
Reading: 78.9 lbs
Reading: 79.4 lbs
Reading: 82.4 lbs
Reading: 83.2 lbs
Reading: 85.1 lbs
Reading: 85.9 lbs
