Reading: 19.1 lbs
Reading: 20 lbs
Reading: 20.1 lbs
Reading: 24.3 lbs
Reading: 25.9 lbs
Reading: 26.5 lbs
Reading: 27.5 lbs
Reading: 31.6 lbs
Reading: 31.9 lbs
Reading: 31.9 lbs
Reading: 33.4 lbs
Reading: 33.9 lbs
Reading: 36.1 lbs
Reading: 40.4 lbs
Reading: 42.1 lbs
Reading: 43.5 lbs
Reading: 44 lbs
Reading: 46.3 lbs
Reading: 48.3 lbs
Reading: 49.9 lbs
Reading: 50.7 lbs
Reading: 52.2 lbs
Reading: 54.7 lbs
Reading: 56.3 lbs
Reading: 56.7 lbs
Reading: 56.9 lbs
Reading: 57.6 lbs
Reading: 61.2 lbs
