Reading: 31.1 lbs
Reading: 32.1 lbs
Reading: 33.3 lbs
Reading: 35.6 lbs
Reading: 35.9 lbs
Reading: 36.8 lbs
Reading: 38.1 lbs
Reading: 38.7 lbs
Reading: 40.6 lbs
Reading: 41.5 lbs
Reading: 42.2 lbs
Reading: 44.2 lbs
Reading: 44.6 lbs
Reading: 45.2 lbs
Reading: 48.5 lbs
Reading: 48.7 lbs
Reading: 49.7 lbs
Reading: 50.7 lbs
Reading: 53.4 lbs
Reading: 54.2 lbs
Reading: 54.5 lbs
Reading: 55.1 lbs
Reading: 55.8 lbs
Reading: 57.7 lbs
Reading: 57.9 lbs
Reading: 58.2 lbs
Reading: 59.3 lbs
Reading: 61.1 lbs
