Reading: 29.6 lbs
Reading: 30.4 lbs
Reading: 34.5 lbs
Reading: 35.2 lbs
Reading: 36.9 lbs
Reading: 37.2 lbs
Reading: 37.5 lbs
Reading: 41.6 lbs
Reading: 42.3 lbs
Reading: 44.1 lbs
Reading: 44.3 lbs
Reading: 44.9 lbs
Reading: 46.1 lbs
Reading: 48.1 lbs
Reading: 49.9 lbs
Reading: 50.4 lbs
Reading: 53.5 lbs
Reading: 54 lbs
Reading: 56.2 lbs
Reading: 57.4 lbs
Reading: 59.6 lbs
Reading: 60.7 lbs
Reading: 60.7 lbs
Reading: 60.9 lbs
Reading: 61.9 lbs
Reading: 62.2 lbs
Reading: 63.3 lbs
Reading: 63.4 lbs
