Reading: 53.2 lbs
Reading: 53.3 lbs
Reading: 53.5 lbs
Reading: 53.9 lbs
Reading: 54.6 lbs
Reading: 56 lbs
Reading: 59.1 lbs
Reading: 59.5 lbs
Reading: 61.7 lbs
Reading: 62.7 lbs
Reading: 63.2 lbs
Reading: 65.5 lbs
Reading: 66.1 lbs
Reading: 68.3 lbs
Reading: 71.1 lbs
Reading: 71.6 lbs
Reading: 72.5 lbs
Reading: 73.2 lbs
Reading: 73.5 lbs
Reading: 73.9 lbs
Reading: 77.1 lbs
Reading: 77.4 lbs
Reading: 82.4 lbs
Reading: 83 lbs
Reading: 85.1 lbs
Reading: 85.5 lbs
Reading: 85.6 lbs
Reading: 85.6 lbs
