Reading: 33.8 lbs
Reading: 36.9 lbs
Reading: 38.3 lbs
Reading: 39.2 lbs
Reading: 39.2 lbs
Reading: 39.5 lbs
Reading: 39.7 lbs
Reading: 40.5 lbs
Reading: 41.3 lbs
Reading: 43.3 lbs
Reading: 43.4 lbs
Reading: 43.7 lbs
Reading: 44.9 lbs
Reading: 46.1 lbs
Reading: 46.2 lbs
Reading: 46.8 lbs
Reading: 50 lbs
Reading: 51.1 lbs
Reading: 53.3 lbs
Reading: 53.6 lbs
Reading: 54.9 lbs
Reading: 57.4 lbs
Reading: 57.8 lbs
Reading: 59.8 lbs
Reading: 64.1 lbs
Reading: 66.7 lbs
Reading: 67.3 lbs
Reading: 67.8 lbs
