Reading: 24.4 lbs
Reading: 24.8 lbs
Reading: 27.1 lbs
Reading: 29.8 lbs
Reading: 30.1 lbs
Reading: 35.1 lbs
Reading: 35.5 lbs
Reading: 38.2 lbs
Reading: 39.4 lbs
Reading: 40.8 lbs
Reading: 41.3 lbs
Reading: 42.2 lbs
Reading: 45.7 lbs
Reading: 46.5 lbs
Reading: 46.5 lbs
Reading: 46.5 lbs
Reading: 46.9 lbs
Reading: 48 lbs
Reading: 48.8 lbs
Reading: 50 lbs
Reading: 51.3 lbs
Reading: 51.8 lbs
Reading: 52.7 lbs
Reading: 54.2 lbs
Reading: 54.2 lbs
Reading: 54.8 lbs
Reading: 55.6 lbs
Reading: 56.7 lbs
