2021,24.10
4045,24.90
6068,25.30
8090,25.70
10113,26.10
12137,26.50
14159,26.90
16182,27.20
18204,27.50
20228,27.80
22250,28.20
24272,28.40
26297,28.70
28319,29.00
30342,29.20
32364,29.40
34386,29.60
36410,29.90
38432,30.10
40456,30.40
42479,30.60
44502,30.80
46524,31.00
48547,31.30
50570,31.40
52593,31.50
54616,31.80
56638,31.90
58660,32.00
60683,32.20
62707,32.30
64731,32.50
66753,32.60
68775,32.70
70798,32.80
72820,33.00
74844,33.00
76868,33.20
78891,33.30
80913,33.40
82935,33.50
84958,33.50
86981,33.60
89006,33.70
91028,33.80
93050,33.90
95073,33.90
97096,34.00
99121,34.00
101144,34.10
103166,34.20
105189,34.20
107211,34.30
109236,34.30
111258,34.40
113281,34.40
115303,34.50
117327,34.50
119350,34.50
121372,34.60
123395,34.60
125419,34.70
127442,34.70
129465,34.70
131487,34.80
133510,34.80
135534,34.90
137558,34.90
139580,34.90
141602,34.90
143625,35.00
145648,35.00
147673,35.10
149695,35.10
151717,35.20
153740,35.20
155764,35.40
157787,35.30
159809,35.40
161831,35.40
163856,35.40
165878,35.50
167901,35.50
169923,35.50
171945,35.50
173970,35.60
175993,35.60
178016,35.70
180038,35.70
182063,35.70
184085,35.80
186107,35.80
188130,35.80
190154,35.80
192178,35.80
194200,35.80
196222,35.80
198245,35.80
200269,35.90
202292,35.90
204314,35.90
206337,35.90
208360,35.90
210384,36.00
212407,36.00
214429,36.00
216452,36.00
218474,36.10
220498,36.10
222522,36.10
224544,36.10
226567,36.20
228591,36.20
230614,36.20
232636,36.20
234658,36.20
236683,36.20
238705,36.20
240728,36.30
242750,36.30
244773,36.30
246798,36.30
248821,36.30
250844,36.30
252866,36.30
254888,36.30
256912,36.30
258936,36.30
260959,36.30
262981,36.40
265004,36.30
267027,36.30
269051,36.40
271075,36.40
273097,36.40
275120,36.40
277142,36.40
279165,36.40
281190,36.50
283212,36.50
285235,36.50
287258,36.50
289283,36.50
291305,36.50
293327,36.50
295352,36.50
297374,36.50
299397,36.60
301419,36.60
303442,36.60
305467,36.60
307489,36.60
309512,36.60
311534,36.60
313559,36.60
315582,36.60
317604,36.60
319627,36.60
321651,36.70
323674,36.70
325696,36.70
327718,36.70
329742,36.70
331764,36.70
333787,36.70
335810,36.70
337832,36.80
339855,36.80
341879,36.80
343902,36.80
345924,36.80
347949,36.80
349971,36.80
351993,36.80
354018,36.80
356040,36.80
358063,36.80
360085,36.80
362108,36.80
364133,36.80
366155,36.80
368178,36.80
370202,36.80
372225,36.80
374247,36.80
376269,36.80
378293,36.80
380317,36.80
382341,36.80
384363,36.80
386385,36.80
388408,36.90
390432,36.80
392455,36.90
394477,36.90
396499,36.90
398524,36.90
400546,36.90
402569,36.90
404591,36.90
406616,36.90
408638,36.90
410660,36.90
412685,36.90
414707,36.90
416730,36.90
418752,36.90
420776,36.90
422800,37.00
424822,36.90
426845,36.90
428869,36.90
430892,36.90
432914,37.00
434936,37.00
436960,37.00
438984,37.00
441008,37.00
443030,37.00
445052,37.00
447075,37.00
449099,37.00
451123,37.00
453145,37.00
455168,37.00
457190,37.00
459213,37.00
461238,37.00
463260,37.00
465283,37.00
467305,37.00
469328,37.00
471353,37.00
473375,37.10
475398,37.00
477421,37.10
479444,37.10
481467,37.10
483489,37.10
485514,37.10
487536,37.10
489559,37.10
491583,37.10
493605,37.10
495628,37.10
497652,37.10
499675,37.10
501697,37.10
503721,37.10
505744,37.10
507766,37.10
509790,37.10
511814,37.10
513837,37.10
515859,37.10
517883,37.10
519906,37.20
521928,37.10
523951,37.10
525975,37.10
527997,37.10
530020,37.10
532044,37.10
534067,37.10
536089,37.10
538112,37.20
540136,37.20
542158,37.10
544181,37.20
546205,37.20
548228,37.20
550250,37.20
552274,37.20
554297,37.20
556319,37.20
558342,37.20
560366,37.20
562388,37.20
564411,37.20
566435,37.20
568458,37.20
570480,37.20
572505,37.20
574527,37.20
576549,37.20
578574,37.20
580596,37.20
582619,37.20
584641,37.20
586665,37.20
588688,37.20
590710,37.20
592735,37.20
594757,37.20
596780,37.20
598804,37.20
600826,37.20
602849,37.20
604873,37.20
606896,37.20
608918,37.20
610940,37.20
612964,37.20
614986,37.20
617009,37.20
619033,37.20
621056,37.20
623078,37.30
625101,37.30
627124,37.30
629147,37.30
631170,37.30
633192,37.30
635216,37.30
637239,37.20
639261,37.30
641285,37.30
643307,37.20
645330,37.30
647353,37.30
649376,37.30
651399,37.30
653421,37.30
655446,37.30
657468,37.30
659492,37.30
661515,37.30
663538,37.30
665561,37.30
667583,37.30
669606,37.30
671629,37.30
673652,37.30
675675,37.30
677699,37.30
679721,37.30
681745,37.30
683767,37.30
685791,37.30
687813,37.30
689836,37.30
691859,37.30
693881,37.30
695904,37.30
697926,37.30
699951,37.30
701974,37.30
703996,37.30
706019,37.30
708043,37.30
710066,37.30
712088,37.30
714110,37.30
716135,37.30
718158,37.30
720181,37.30
722203,37.40
724227,37.30
726251,37.30
728273,37.40
730296,37.30
732318,37.30
734343,37.30
736366,37.40
738388,37.30
740411,37.40
742434,37.40
744459,37.30
746481,37.30
748504,37.30
750527,37.30
752551,37.30
754574,37.30
756596,37.40
758621,37.30
760643,37.40
762665,37.40
764688,37.40
766712,37.40
768735,37.40
770757,37.40
772780,37.40
774803,37.40
776825,37.40
778848,37.40
780872,37.40
782895,37.40
784917,37.40
786941,37.40
788964,37.40
790986,37.40
793011,37.40
795033,37.40
797056,37.40
799080,37.40
801102,37.40
803125,37.40
805149,37.40
807172,37.50
809194,37.50
811217,37.50
813240,37.50
815264,37.50
817287,37.50
819310,37.40
821332,37.50
823355,37.50
825377,37.50
827402,37.50
829424,37.50
831447,37.50
833469,37.50
835493,37.50
837516,37.50
839538,37.40
841562,37.40
843584,37.50
845606,37.40
847631,37.50
849653,37.50
851676,37.60
853699,37.50
855721,37.50
857745,37.50
859767,37.60
861790,37.50
863814,37.60
865837,37.50
867859,37.50
869883,37.50
871906,37.60
873928,37.60
875953,37.60
877975,37.50
879997,37.60
882021,37.50
884043,37.50
886066,37.60
888090,37.60
890113,37.60
892135,37.50
894159,37.50
896182,37.60
898204,37.50
900227,37.50
902251,37.60
904273,37.60
906296,37.60
908320,37.60
910343,37.60
912365,37.60
