Reading: 55.6 lbs
Reading: 56.1 lbs
Reading: 57.6 lbs
Reading: 58.1 lbs
Reading: 58.9 lbs
Reading: 59.6 lbs
Reading: 62.8 lbs
Reading: 64.7 lbs
Reading: 66.6 lbs
Reading: 66.6 lbs
Reading: 67 lbs
Reading: 67.2 lbs
Reading: 67.2 lbs
Reading: 67.9 lbs
Reading: 69.7 lbs
Reading: 71.2 lbs
Reading: 72.1 lbs
Reading: 73.7 lbs
Reading: 74.2 lbs
Reading: 74.8 lbs
Reading: 77.1 lbs
Reading: 77.5 lbs
Reading: 80.7 lbs
Reading: 81.1 lbs
Reading: 81.3 lbs
Reading: 81.9 lbs
Reading: 82.7 lbs
Reading: 85.2 lbs
