Reading: 26.1 lbs
Reading: 26.4 lbs
Reading: 26.6 lbs
Reading: 27.3 lbs
Reading: 27.6 lbs
Reading: 28.2 lbs
Reading: 28.6 lbs
Reading: 30.4 lbs
Reading: 30.9 lbs
Reading: 31.9 lbs
Reading: 33.3 lbs
Reading: 33.4 lbs
Reading: 33.4 lbs
Reading: 34.1 lbs
Reading: 35.4 lbs
Reading: 39 lbs
Reading: 40 lbs
Reading: 45.9 lbs
Reading: 50.3 lbs
Reading: 52.9 lbs
Reading: 53.6 lbs
Reading: 55.6 lbs
Reading: 56.6 lbs
Reading: 58.8 lbs
Reading: 58.9 lbs
Reading: 61.7 lbs
Reading: 65.4 lbs
Reading: 65.6 lbs
