Reading: 43.6 lbs
Reading: 46.8 lbs
Reading: 47.3 lbs
Reading: 47.4 lbs
Reading: 48.1 lbs
Reading: 50 lbs
Reading: 50.6 lbs
Reading: 51.1 lbs
Reading: 52.8 lbs
Reading: 54.8 lbs
Reading: 56.9 lbs
Reading: 57.9 lbs
Reading: 59.3 lbs
Reading: 59.6 lbs
Reading: 60.6 lbs
Reading: 61 lbs
Reading: 61.5 lbs
Reading: 62.4 lbs
Reading: 63.2 lbs
Reading: 63.5 lbs
Reading: 63.7 lbs
Reading: 66 lbs
Reading: 69 lbs
Reading: 69.9 lbs
Reading: 70.5 lbs
Reading: 72.5 lbs
Reading: 73.8 lbs
Reading: 74.9 lbs
Reading: 78.3 lbs
Reading: 80.6 lbs
Reading: 80.8 lbs
Reading: 84 lbs
Reading: 84.2 lbs
Reading: 87.1 lbs
Reading: 88.6 lbs
Reading: 89 lbs
