Reading: 34.9 lbs
Reading: 37.3 lbs
Reading: 37.3 lbs
Reading: 37.7 lbs
Reading: 39.4 lbs
Reading: 39.6 lbs
Reading: 39.9 lbs
Reading: 41.9 lbs
Reading: 44 lbs
Reading: 44.6 lbs
Reading: 46.3 lbs
Reading: 48.3 lbs
Reading: 52.5 lbs
Reading: 54.9 lbs
Reading: 55.2 lbs
Reading: 55.3 lbs
Reading: 58.9 lbs
Reading: 63.6 lbs
Reading: 67 lbs
Reading: 69.2 lbs
Reading: 69.5 lbs
Reading: 69.6 lbs
Reading: 73.3 lbs
Reading: 75.6 lbs
Reading: 78.2 lbs
Reading: 78.4 lbs
Reading: 78.8 lbs
Reading: 81.7 lbs
