6484,31.00
8509,31.00
10531,31.10
12554,31.10
14578,31.10
16601,31.10
18623,31.10
20647,31.10
22670,31.10
24692,31.10
26717,31.10
28739,31.20
30761,31.20
-32750,31.20
-30728,31.30
-28704,31.30
-26682,31.30
-24659,31.30
-22636,31.30
-20614,31.40
-18589,31.40
-16567,31.40
-14543,31.40
-12521,31.50
-10499,31.50
-8474,31.50
-6452,31.50
-4429,31.60
-2406,31.60
-383,31.60
1639,31.60
3661,31.60
5686,31.60
7708,31.60
9731,31.60
11754,31.70
13776,31.70
15800,31.70
17822,31.80
19845,31.80
21869,31.80
23891,31.80
25914,31.80
27937,31.80
29960,31.80
31983,31.80
-31530,31.80
-29508,31.80
-27484,31.80
-25461,31.90
-23439,31.90
-21415,31.90
-19393,31.90
-17371,32.00
-15347,32.00
-13323,32.00
-11299,32.00
-9277,32.00
-7255,32.10
-5232,32.10
-3210,32.10
-1185,32.10
838,32.10
2862,32.10
4884,32.10
6906,32.10
8929,32.10
10951,32.20
12976,32.20
14998,32.20
17020,32.20
19043,32.20
21067,32.30
23090,32.30
25112,32.30
27134,32.30
29159,32.30
31181,32.30
-32332,32.30
-30308,32.30
-28285,32.30
-26263,32.40
-24241,32.40
-22216,32.40
-20194,32.40
-18171,32.40
-16148,32.50
-14124,32.50
-12101,32.50
-10079,32.60
-8056,32.50
-6033,32.60
-4008,32.60
-1986,32.60
36,32.60
2059,32.60
4081,32.60
6106,32.60
8129,32.60
10151,32.60
12174,32.60
14196,32.60
16221,32.60
18243,32.60
20265,32.70
22288,32.70
24312,32.70
26335,32.70
28357,32.70
30381,32.80
32405,32.80
-31109,32.80
-29086,32.70
-27063,32.80
-25038,32.80
-23016,32.80
-20994,32.80
-18971,32.80
-16947,32.80
-14924,32.80
-12902,32.80
-10879,32.80
-8855,32.90
-6833,32.90
-4810,32.90
-2788,32.90
-765,32.90
1259,33.00
3282,33.00
5306,33.00
7328,33.00
9351,32.90
11373,33.00
13395,33.00
15420,33.10
17442,33.10
19465,33.10
21487,33.10
23512,33.10
25535,33.10
27557,33.10
29580,33.10
31602,33.10
-31909,33.10
-29887,33.10
-27865,33.20
-25842,33.20
-23818,33.10
-21795,33.20
-19773,33.20
-17748,33.20
-15726,33.20
-13704,33.20
-11680,33.30
-9658,33.30
-7635,33.30
-5613,33.30
-3589,33.30
-1566,33.30
456,33.40
2479,33.30
4502,33.30
6524,33.30
8547,33.30
10571,33.40
12595,33.40
14617,33.40
16640,33.50
18663,33.40
20687,33.40
22710,33.40
24732,33.40
26755,33.40
28777,33.40
30801,33.40
-32711,33.40
-30689,33.40
-28666,33.60
-26642,33.50